mode,mu,sigma,mean_u,ppl_var,ppl_max,corrected_state,text_snippet
wild,0.45,0.04,0.49599,1191.7592302280582,284.4753119913185,2,"the secret to good sex  the secret to good sex When you have good sex, you don’t spend the whole tim..."
wild,0.45,0.045,0.49599,1198.4161134340054,287.2810958904109,2,"the secret to good sex  the secret to good sex When you have good sex, you don’t spend the whole tim..."
wild,0.45,0.05,0.49548875,23161480.21524973,42908.4808184143,1,the secret to good sex: it's all about communication. I encourage my patients and my own family to t...
wild,0.45,0.055,0.49548875,23252243.884152465,43018.50256410257,1,the secret to good sex: it's all about communication. I encourage my patients and my own family to t...
wild,0.45,0.06,0.5031587500000001,265083480.27651444,145888.8347826086,3c,"the secret to good sex In sex, you have to have a good start and a good finish Research published in..."
wild,0.45,0.065,0.49548875,23709208.201558627,43464.29015544042,1,the secret to good sex: it's all about communication. I encourage my patients and my own family to t...
wild,0.45,0.07,0.4926475,54164.16335656034,2094.010983524713,1,"the secret to good sex: it's all about communication. You can be the most loving, considerate partne..."
wild,0.45,0.075,0.492085,66482.72928091061,2109.8108651911466,1,"the secret to good sex: it's all about communication. You can be the most loving, considerate partne..."
wild,0.45,0.08,0.5212825000000001,354398462.030573,169466.8282828282,4,the secret to good computer performance — it comes down to how you organize your stuff and how you p...
wild,0.45,0.085,0.5212825000000001,309127087.4730294,158275.62264150937,4,the secret to good computer performance — it comes down to how you organize your stuff and how you p...
wild,0.45,0.09,0.5230875,2482511.197457861,12520.310447761198,4,the secret to good computer performance — it comes down to how you organize your data and memory. Co...
wild,0.45,0.095,0.5230875,2640251.5381276626,12642.96608892238,4,the secret to good computer performance — it comes down to how you organize your data and memory. Co...
wild,0.45,0.1,0.5230875,2852225.558025284,12787.51219512196,4,the secret to good computer performance — it comes down to how you organize your data and memory. Co...
wild,0.455,0.01,0.5003537499999999,868911465719.9365,8388608.000000002,1,the secret to a delicious meal. It comes down to one word: balance. This is a vital concept to the N...
wild,0.455,0.015,0.50259375,868590197967.7336,8388608.000000002,1,the secret to a delicious meal. It comes down to one word: balance. This is a vital concept to the N...
wild,0.455,0.02,0.5017787499999999,868594906709.4546,8388608.000000002,1,the secret to a delicious meal. It comes down to one word: balance. This is a vital concept to the N...
wild,0.455,0.025,0.4960675,45170.39318212446,1456.3555555555552,2,"the secret to good sex  the secret to good sex When you have good sex, you don’t spend the whole tim..."
wild,0.455,0.03,0.4944174999999999,76919.38420608453,2075.360712518555,2,"the secret to good sex  the secret to good sex When you have good sex, you don’t spend the whole tim..."
wild,0.455,0.035,0.49599,1198.38037168927,284.4753119913185,2,"the secret to good sex  the secret to good sex When you have good sex, you don’t spend the whole tim..."
wild,0.455,0.04,0.49599,1170.1010752981256,282.94009713977334,2,"the secret to good sex  the secret to good sex When you have good sex, you don’t spend the whole tim..."
wild,0.455,0.045,0.49548875,23159168.229288567,42908.4808184143,1,the secret to good sex: it's all about communication. I encourage my patients and my own family to t...
wild,0.455,0.05,0.49549875,6567677602.282802,729444.1739130437,2,"the secret to good sex  the secret to good sex When you have good sex, you don’t spend the rest of t..."
wild,0.455,0.055,0.5031587500000001,243685885.0221514,139810.13333333327,3c,"the secret to good sex In sex, you have to have a good start and a good finish Research published in..."
wild,0.455,0.06,0.503935,7187833466.153508,762600.7272727274,1,the secret to good sex: it's all about communication. I encourage my patients and my own family to t...
wild,0.455,0.065,0.4926475,55020.483693343136,2110.872672370408,1,"the secret to good sex: it's all about communication. You can be the most loving, considerate partne..."
wild,0.455,0.07,0.52136125,401611563.67500097,180400.17204301077,4,the secret to good computer performance — it comes down to how you organize your stuff and how you p...
wild,0.455,0.075,0.5212825000000001,347345095.8531327,167772.15999999997,4,the secret to good computer performance — it comes down to how you organize your stuff and how you p...
wild,0.455,0.08,0.5212825000000001,303375111.87396586,156796.41121495326,4,the secret to good computer performance — it comes down to how you organize your stuff and how you p...
wild,0.455,0.085,0.5230875,2472080.02451722,12520.310447761198,4,the secret to good computer performance — it comes down to how you organize your data and memory. Co...
wild,0.455,0.09,0.5230875,2622401.257688864,12652.500754147815,4,the secret to good computer performance — it comes down to how you organize your data and memory. Co...
wild,0.455,0.095,0.5230875,2873758.7081106678,12856.104214559386,4,the secret to good computer performance — it comes down to how you organize your data and memory. Co...
wild,0.455,0.1,0.52162875,3217452.73119388,13005.593798449616,3b,the secret to good computer performance — it comes down to how you organize your data and memory. Co...
wild,0.46,0.01,0.50257875,868590175641.7987,8388608.000000002,1,the secret to a delicious meal. It comes down to one word: balance. This is a vital concept to the N...
wild,0.46,0.015,0.50259375,868590327830.0906,8388608.000000002,1,the secret to a delicious meal. It comes down to one word: balance. This is a vital concept to the N...
wild,0.46,0.02,0.4960675,43283.8224641705,1432.4808743169403,2,"the secret to good sex  the secret to good sex When you have good sex, you don’t spend the whole tim..."
wild,0.46,0.025,0.49599,1293.927291946752,293.06204583566245,2,"the secret to good sex  the secret to good sex When you have good sex, you don’t spend the whole tim..."
wild,0.46,0.03,0.5011487499999999,617361154.2269318,223696.21333333344,1,"the secret to good sex In sex, you have to have a good start and a good finish Research published in..."
wild,0.46,0.035,0.5011487499999999,419311297.6881363,184365.0109890111,1,"the secret to good sex In sex, you have to have a good start and a good finish Research published in..."
wild,0.46,0.04,0.49601875,1179.4979823384658,285.5599128540304,2,"the secret to good sex  the secret to good sex When you have good sex, you don’t spend the whole tim..."
wild,0.46,0.045,0.49548875,23484924.54823414,43240.24742268042,1,the secret to good sex: it's all about communication. I encourage my patients and my own family to t...
wild,0.46,0.05,0.4947224999999999,23302433.04921377,43464.29015544042,1,the secret to good sex: it's all about communication. I encourage my patients and my own family to t...
wild,0.46,0.055,0.4947224999999999,23182102.927318797,43351.97932816538,1,the secret to good sex: it's all about communication. I encourage my patients and my own family to t...
wild,0.46,0.06,0.4926475,55465.35220214525,2119.4057604850927,1,"the secret to good sex: it's all about communication. You can be the most loving, considerate partne..."
wild,0.46,0.065,0.5212825000000001,401613115.38140535,180400.17204301077,4,the secret to good computer performance — it comes down to how you organize your stuff and how you p...
wild,0.46,0.07,0.5212825000000001,340500098.288354,166111.04950495035,4,the secret to good computer performance — it comes down to how you organize your stuff and how you p...
wild,0.46,0.075,0.5212825000000001,292342586.4368497,153919.4128440368,4,the secret to good computer performance — it comes down to how you organize your stuff and how you p...
wild,0.46,0.08,0.5230875,2462608.834283964,12529.660941000757,4,the secret to good computer performance — it comes down to how you organize your data and memory. Co...
wild,0.46,0.085,0.5230875,2622095.021381987,12662.049811320749,4,the secret to good computer performance — it comes down to how you organize your data and memory. Co...
wild,0.46,0.09,0.5230875,2889738.3541735844,12856.104214559386,4,the secret to good computer performance — it comes down to how you organize your data and memory. Co...
wild,0.46,0.095,0.5216862499999999,3243505.4952594265,13005.593798449616,4,the secret to good computer performance — it comes down to how you organize your data and memory. Co...
wild,0.46,0.1,0.5216862499999999,3770367.271990682,13127.712050078251,4,the secret to good computer performance — it comes down to how you organize your data and memory. Co...
wild,0.465,0.01,0.50259375,868590226789.4364,8388608.000000002,1,the secret to a delicious meal. It comes down to one word: balance. This is a vital concept to the N...
wild,0.465,0.015,0.5017787499999999,868595011254.6042,8388608.000000002,1,the secret to a delicious meal. It comes down to one word: balance. This is a vital concept to the N...
wild,0.465,0.02,0.49599,1307.2850856499772,292.73478503629264,2,"the secret to good sex  the secret to good sex When you have good sex, you don’t spend the whole tim..."
wild,0.465,0.025,0.5011487499999999,617360991.2803224,223696.21333333344,1,"the secret to good sex In sex, you have to have a good start and a good finish Research published in..."
wild,0.465,0.03,0.5011487499999999,384734896.6766383,176602.27368421044,1,"the secret to good sex In sex, you have to have a good start and a good finish Research published in..."
wild,0.465,0.035,0.5036025000000001,294808878.8157829,153919.4128440368,1,"the secret to good sex In sex, you have to have a good start and a good finish Research published in..."
wild,0.465,0.04,0.5031587500000001,235804077.26838225,137518.16393442612,3c,"the secret to good sex In sex, you have to have a good start and a good finish Research published in..."
wild,0.465,0.045,0.4947224999999999,23182195.64190131,43351.97932816538,1,the secret to good sex: it's all about communication. I encourage my patients and my own family to t...
wild,0.465,0.05,0.4947224999999999,22944274.56332809,43129.089974293056,1,the secret to good sex: it's all about communication. I encourage my patients and my own family to t...
wild,0.465,0.055,0.5231524999999999,4430124228.65603,599186.2857142857,3b,the secret to good computer performance — it comes down to how you organize your stuff and how you p...
wild,0.465,0.06,0.5213012499999999,4130316131.777959,578524.6896551723,4,the secret to good computer performance — it comes down to how you organize your stuff and how you p...
wild,0.465,0.065,0.5212825000000001,333855409.15234494,164482.50980392154,4,the secret to good computer performance — it comes down to how you organize your stuff and how you p...
wild,0.465,0.07,0.5212825000000001,281900771.794183,151146.09009009003,4,the secret to good computer performance — it comes down to how you organize your stuff and how you p...
wild,0.465,0.075,0.5230875,2474818.3035933124,12595.50750750751,4,the secret to good computer performance — it comes down to how you organize your data and memory. Co...
wild,0.465,0.08,0.5230875,2631259.811454435,12768.048706240485,4,the secret to good computer performance — it comes down to how you organize your data and memory. Co...
wild,0.465,0.085,0.5230875,2899262.02666228,12885.726574500764,4,the secret to good computer performance — it comes down to how you organize your data and memory. Co...
wild,0.465,0.09,0.5216862499999999,3277633.7510347567,13056.199221789882,4,the secret to good computer performance — it comes down to how you organize your data and memory. Co...
wild,0.465,0.095,0.5216862499999999,3864004.463794508,13127.712050078251,4,the secret to good computer performance — it comes down to how you organize your data and memory. Co...
wild,0.465,0.1,0.5216862499999999,4621278.600143379,14230.039016115354,4,the secret to good computer performance — it comes down to how you organize your data and memory. Co...
wild,0.47,0.01,0.50259375,868590199045.0277,8388608.000000002,1,the secret to a delicious meal. It comes down to one word: balance. This is a vital concept to the N...
wild,0.47,0.015,0.4920837499999999,66539.95216482785,1669.707006369427,1,"the secret to good sex In sex, you have to have a good partner and good technique. But you also have..."
wild,0.47,0.02,0.5011487499999999,601216081.3531911,220752.84210526323,1,"the secret to good sex In sex, you have to have a good start and a good finish Research published in..."
wild,0.47,0.025,0.50474,356976565.7316755,169466.8282828282,1,"the secret to good sex In sex, you have to have a good start and a good finish Research published in..."
wild,0.47,0.03,0.5036025000000001,260552884.78226963,144631.17241379304,1,"the secret to good sex In sex, you have to have a good start and a good finish Research published in..."
wild,0.47,0.035,0.4947224999999999,22944406.61646935,43129.089974293056,1,the secret to good sex: it's all about communication. I encourage my patients and my own family to t...
wild,0.47,0.04,0.4947224999999999,23302513.90657802,43464.29015544042,1,the secret to good sex: it's all about communication. I encourage my patients and my own family to t...
wild,0.47,0.045,0.5242512500000001,5138755341.247722,645277.5384615388,3b,the secret to good computer performance — it comes down to how you organize your stuff and how you p...
wild,0.47,0.05,0.5213012499999999,4765024584.35227,621378.3703703706,4,the secret to good computer performance — it comes down to how you organize your stuff and how you p...
wild,0.47,0.055,0.5213012499999999,4130328366.3228097,578524.6896551723,4,the secret to good computer performance — it comes down to how you organize your stuff and how you p...
wild,0.47,0.06,0.5212825000000001,327403329.995793,162885.59223300975,4,the secret to good computer performance — it comes down to how you organize your stuff and how you p...
wild,0.47,0.065,0.5230875,2311976.721931956,12300.011730205268,3b,the secret to good computer performance — it comes down to how you organize your data and memory. Co...
wild,0.47,0.07,0.5230875,2466047.70072549,12604.970698722764,4,the secret to good computer performance — it comes down to how you organize your data and memory. Co...
wild,0.47,0.075,0.5230875,2641043.9588581794,12777.77303884234,4,the secret to good computer performance — it comes down to how you organize your data and memory. Co...
wild,0.47,0.08,0.5230875,2906867.4962406578,12915.485758275589,4,the secret to good computer performance — it comes down to how you organize your data and memory. Co...
wild,0.47,0.085,0.5216862499999999,3308596.9379984704,13086.751950077996,4,the secret to good computer performance — it comes down to how you organize your data and memory. Co...
wild,0.47,0.09,0.5216862499999999,3927735.50648388,13262.621343873509,4,the secret to good computer performance — it comes down to how you organize your data and memory. Co...
wild,0.47,0.095,0.52056875,347450.8617652119,5312.607979734011,3b,"the secret to good computer performance — memory management. When memory is managed correctly, your ..."
wild,0.47,0.1,0.5196087500000001,506444.77926670585,6413.308868501524,3b,"the secret to good computer performance — memory management. When memory is managed correctly, your ..."
wild,0.475,0.01,0.4966233333333333,320597.33258088643,3151.2426746806905,1,the secret to a delicious meal. It comes down to one easy-to-follow formula: Keep a balance between ...
wild,0.475,0.015,0.4989499999999999,1492943374.2182963,328965.01960784313,2,"the secret to good sex In sex, you have to have a good start and a good finish Research published in..."
wild,0.475,0.02,0.49601875,1196.4640344061856,285.71553133514993,2,"the secret to good sex  the secret to good sex When you have good sex, you don’t spend the whole tim..."
wild,0.475,0.025,0.5036025000000001,217795890.46897343,132104.06299212604,1,"the secret to good sex In sex, you have to have a good start and a good finish Research published in..."
wild,0.475,0.03,0.4947224999999999,23302574.435703427,43464.29015544042,1,the secret to good sex: it's all about communication. I encourage my patients and my own family to t...
wild,0.475,0.035,0.4947224999999999,22944401.252634563,43129.089974293056,1,the secret to good sex: it's all about communication. I encourage my patients and my own family to t...
wild,0.475,0.04,0.522925,1370531.1550860151,10518.63072100314,3b,the secret to good computer performance — it comes down to how you organize your stuff and how you p...
wild,0.475,0.045,0.5213012499999999,4765043942.615648,621378.3703703706,4,the secret to good computer performance — it comes down to how you organize your stuff and how you p...
wild,0.475,0.05,0.5213012499999999,4430669359.698112,599186.2857142857,4,the secret to good computer performance — it comes down to how you organize your stuff and how you p...
wild,0.475,0.055,0.5212825000000001,321136510.6565645,161319.3846153847,4,the secret to good computer performance — it comes down to how you organize your stuff and how you p...
wild,0.475,0.06,0.5230875,2305763.025555844,12300.011730205268,3b,the secret to good computer performance — it comes down to how you organize your data and memory. Co...
wild,0.475,0.065,0.5230875,2456281.1968830144,12604.970698722764,4,the secret to good computer performance — it comes down to how you organize your data and memory. Co...
wild,0.475,0.07,0.5230875,2633101.5549446465,12787.51219512196,4,the secret to good computer performance — it comes down to how you organize your data and memory. Co...
wild,0.475,0.075,0.5230875,2924477.036535032,13005.593798449616,4,the secret to good computer performance — it comes down to how you organize your data and memory. Co...
wild,0.475,0.08,0.5216862499999999,3340706.762004024,13127.712050078251,4,the secret to good computer performance — it comes down to how you organize your data and memory. Co...
wild,0.475,0.085,0.5216862499999999,4004880.5520952,13273.113924050644,4,the secret to good computer performance — it comes down to how you organize your data and memory. Co...
wild,0.475,0.09,0.52056875,412629.8653600321,5789.239475500342,3b,"the secret to good computer performance — memory management. When memory is managed correctly, your ..."
wild,0.475,0.095,0.51608625,336.7093581131345,110.70270270270268,3b,"the secret to good computer performance — memory management. When memory is managed correctly, your ..."
wild,0.475,0.1,0.51608625,340.9396909787846,110.70270270270268,3b,"the secret to good computer performance — memory management. When memory is managed correctly, your ..."
wild,0.48,0.01,0.50386,1151192.9110900497,9653.173762945908,2,"the secret to good sex  the secret to good sex A few months ago, a reporter from the  Philadelphia  ..."
wild,0.48,0.015,0.5022375,15864.33353959947,881.1563025210088,2,"the secret to good sex  the secret to good sex A few months ago, a reporter from the  Philadelphia  ..."
wild,0.48,0.02,0.49510875,22833098.859199703,43018.50256410257,1,the secret to good sex: it's all about communication. I encourage my patients and my own family to t...
wild,0.48,0.025,0.49510875,23308908.489889026,43464.29015544042,1,the secret to good sex: it's all about communication. I encourage my patients and my own family to t...
wild,0.48,0.03,0.5161149999999999,16883689415.878485,1118481.066666667,4,the secret to good computer performance — you need to keep all the parts in good working order. Comp...
wild,0.48,0.035,0.52176125,1573239.9882235257,11275.010752688167,3b,the secret to good computer performance — it comes down to how you organize your stuff and how you p...
wild,0.48,0.04,0.5213012499999999,5138696849.115633,645277.5384615388,4,the secret to good computer performance — it comes down to how you organize your stuff and how you p...
wild,0.48,0.045,0.5213012499999999,4430688142.72471,599186.2857142857,4,the secret to good computer performance — it comes down to how you organize your stuff and how you p...
wild,0.48,0.05,0.522075,4137188488.011748,578524.6896551723,4,the secret to good computer performance — it comes down to how you organize your stuff and how you p...
wild,0.48,0.055,0.5230875,2296061.3620718545,12300.011730205268,4,the secret to good computer performance — it comes down to how you organize your data and memory. Co...
wild,0.48,0.06,0.5230875,2440429.674382894,12604.970698722764,4,the secret to good computer performance — it comes down to how you organize your data and memory. Co...
wild,0.48,0.065,0.5230875,2630561.7471048287,12856.104214559386,4,the secret to good computer performance — it comes down to how you organize your data and memory. Co...
wild,0.48,0.07,0.52286125,2941553.105648578,13066.36760124611,4,the secret to good computer performance — it comes down to how you organize your data and memory. Co...
wild,0.48,0.075,0.52096875,3386961.342544381,13137.992169146428,3b,the secret to good computer performance — it comes down to how you organize your data and memory. Co...
wild,0.48,0.08,0.51608625,329.42058969448533,108.86378737541528,3b,"the secret to good computer performance — memory management. When memory is managed correctly, your ..."
wild,0.48,0.085,0.51608625,337.610769212556,110.60928270042196,3b,"the secret to good computer performance — memory management. When memory is managed correctly, your ..."
wild,0.48,0.09,0.51608625,344.81225353048046,110.79628064243444,3b,"the secret to good computer performance — memory management. When memory is managed correctly, your ..."
wild,0.48,0.095,0.51608625,347.3135888690862,110.9839119390347,3b,"the secret to good computer performance — memory management. When memory is managed correctly, your ..."
wild,0.48,0.1,0.51608625,355.29199692226285,111.17217981340124,3b,"the secret to good computer performance — memory management. When memory is managed correctly, your ..."
wild,0.485,0.01,0.50242125,14843118.752338693,30727.50183150181,2,"the secret to good sex  the secret to good sex A few months ago, a reporter from the  Philadelphia  ..."
wild,0.485,0.015,0.4932662499999999,3021750202.6058598,493447.5294117644,1,the secret to good sex: it's all about communication. I encourage my patients and my own children to...
wild,0.485,0.02,0.5227175000000001,883879.6947920058,8355.18725099602,4,the secret to good computer performance — you need to keep all the parts in good working order. Comp...
wild,0.485,0.025,0.51834625,15573565970.239325,1118481.066666667,4,the secret to good computer performance — you need to keep all the parts in good working order. Comp...
wild,0.485,0.03,0.5161149999999999,11958395713.584965,932067.5555555552,4,the secret to good computer performance — you need to keep all the parts in good working order. Comp...
wild,0.485,0.035,0.5213012499999999,5558084118.950592,671088.64,4,the secret to good computer performance — it comes down to how you organize your stuff and how you p...
wild,0.485,0.04,0.5213012499999999,4765023434.841338,621378.3703703706,4,the secret to good computer performance — it comes down to how you organize your stuff and how you p...
wild,0.485,0.045,0.5213012499999999,4130292958.990768,578524.6896551723,4,the secret to good computer performance — it comes down to how you organize your stuff and how you p...
wild,0.485,0.05,0.5230875,2308782.367329158,12336.188235294114,4,the secret to good computer performance — it comes down to how you organize your data and memory. Co...
wild,0.485,0.055,0.5230875,2433992.895805453,12642.96608892238,4,the secret to good computer performance — it comes down to how you organize your data and memory. Co...
wild,0.485,0.06,0.5230875,2621062.6809370765,12885.726574500764,4,the secret to good computer performance — it comes down to how you organize your data and memory. Co...
wild,0.485,0.065,0.52096875,2931957.7399498126,13086.751950077996,3b,the secret to good computer performance — it comes down to how you organize your data and memory. Co...
wild,0.485,0.07,0.52094125,3435797.298406078,13273.113924050644,4,the secret to good computer performance — it comes down to how you organize your data and memory. Co...
wild,0.485,0.075,0.51608625,340.9117429351048,110.70270270270268,3b,"the secret to good computer performance — memory management. When memory is managed correctly, your ..."
wild,0.485,0.08,0.51608625,347.4950429527626,110.9839119390347,3b,"the secret to good computer performance — memory management. When memory is managed correctly, your ..."
wild,0.485,0.085,0.51608625,352.44489790552615,111.07796610169493,3b,"the secret to good computer performance — memory management. When memory is managed correctly, your ..."
wild,0.485,0.09,0.51608625,358.92863892260044,111.36108751062022,3b,"the secret to good computer performance — memory management. When memory is managed correctly, your ..."
wild,0.485,0.095,0.51608625,364.27760016910696,111.5506382978723,3b,"the secret to good computer performance — memory management. When memory is managed correctly, your ..."
wild,0.485,0.1,0.51608625,374.5885125399429,111.83617747440272,3b,"the secret to good computer performance — memory management. When memory is managed correctly, your ..."
wild,0.49,0.01,0.49548875,23719581.03171933,43464.29015544042,1,the secret to good sex: it's all about communication. I encourage my patients and my own family to t...
wild,0.49,0.015,0.5152699999999999,1563810.8996975166,9759.869691681208,3b,the secret to good computer performance: It comes down to how you organize your stuff and how you pr...
wild,0.49,0.02,0.51834625,17857274565.5719,1198372.5714285716,4,the secret to good computer performance — you need to keep all the parts in good working order. Comp...
wild,0.49,0.025,0.5161149999999999,11909318840.672514,932067.5555555552,4,the secret to good computer performance — you need to keep all the parts in good working order. Comp...
wild,0.49,0.03,0.5190149999999999,10987.641248825308,923.8555066079292,3b,the secret to good computer performance — it comes down to how you organize your stuff and how you p...
wild,0.49,0.035,0.5213012499999999,5138678022.937287,645277.5384615388,4,the secret to good computer performance — it comes down to how you organize your stuff and how you p...
wild,0.49,0.04,0.5213012499999999,4430624585.903683,599186.2857142857,4,the secret to good computer performance — it comes down to how you organize your stuff and how you p...
wild,0.49,0.045,0.5230875,2306096.015326856,12327.124173401904,4,the secret to good computer performance — it comes down to how you organize your data and memory. Co...
wild,0.49,0.05,0.5230875,2437553.681728932,12662.049811320749,4,the secret to good computer performance — it comes down to how you organize your data and memory. Co...
wild,0.49,0.055,0.5230875,2631849.4973480743,12915.485758275589,4,the secret to good computer performance — it comes down to how you organize your data and memory. Co...
wild,0.49,0.06,0.52094125,2935532.7679626485,13127.712050078251,4,the secret to good computer performance — it comes down to how you organize your data and memory. Co...
wild,0.49,0.065,0.51608625,345.6439427666781,110.79628064243444,3b,"the secret to good computer performance — memory management. When memory is managed correctly, your ..."
wild,0.49,0.07,0.51608625,351.8297613024371,111.07796610169493,3b,"the secret to good computer performance — memory management. When memory is managed correctly, your ..."
wild,0.49,0.075,0.51608625,356.93483854893526,111.26655348047537,3b,"the secret to good computer performance — memory management. When memory is managed correctly, your ..."
wild,0.49,0.08,0.51608625,365.7322196091913,111.5506382978723,3b,"the secret to good computer performance — memory management. When memory is managed correctly, your ..."
wild,0.49,0.085,0.51608625,372.95563857456153,111.83617747440272,3b,"the secret to good computer performance — memory management. When memory is managed correctly, your ..."
wild,0.49,0.09,0.51608625,383.8321881200278,113.09059534081102,3b,"the secret to good computer performance — memory management. When memory is managed correctly, your ..."
wild,0.49,0.095,0.51608625,391.1868826422774,113.09059534081102,3b,"the secret to good computer performance — memory management. When memory is managed correctly, your ..."
wild,0.49,0.1,0.51608625,400.5026501021232,113.38408304498272,3b,"the secret to good computer performance — memory management. When memory is managed correctly, your ..."
wild,0.495,0.01,0.5152699999999999,1745791.023248243,9759.869691681208,3b,the secret to good computer performance: It comes down to how you organize your stuff and how you pr...
wild,0.495,0.015,0.5227175000000001,884731.0799530983,8363.517447657028,4,the secret to good computer performance — you need to keep all the parts in good working order. Comp...
wild,0.495,0.02,0.52091375,9621216393.568155,883011.368421053,4,the secret to good computer performance — you need to keep all the parts in good working order. Comp...
wild,0.495,0.025,0.5190149999999999,10519.536033644368,901.6130696474634,3b,the secret to good computer performance — it comes down to how you organize your stuff and how you p...
wild,0.495,0.03,0.5213012499999999,5558060831.799841,671088.64,4,the secret to good computer performance — it comes down to how you organize your stuff and how you p...
wild,0.495,0.035,0.5213012499999999,4764947565.643881,621378.3703703706,4,the secret to good computer performance — it comes down to how you organize your stuff and how you p...
wild,0.495,0.04,0.5230875,2303560.751210102,12336.188235294114,4,the secret to good computer performance — it comes down to how you organize your data and memory. Co...
wild,0.495,0.045,0.5230875,2456157.466416401,12768.048706240485,4,the secret to good computer performance — it comes down to how you organize your data and memory. Co...
wild,0.495,0.05,0.5230875,2650833.672471325,13056.199221789882,4,the secret to good computer performance — it comes down to how you organize your data and memory. Co...
wild,0.495,0.055,0.5223125,5152737.601088876,13573.799352750815,3b,the secret to good computer performance — it comes down to how you organize your data and memory. Co...
wild,0.495,0.06,0.51608625,358.609642998242,111.26655348047537,3b,"the secret to good computer performance — memory management. When memory is managed correctly, your ..."
wild,0.495,0.065,0.51608625,367.7279683635964,111.5506382978723,3b,"the secret to good computer performance — memory management. When memory is managed correctly, your ..."
wild,0.495,0.07,0.51608625,378.0291552148675,112.99310344827582,3b,"the secret to good computer performance — memory management. When memory is managed correctly, your ..."
wild,0.495,0.075,0.51608625,384.9871774184088,113.1882556131261,3b,"the secret to good computer performance — memory management. When memory is managed correctly, your ..."
wild,0.495,0.08,0.51608625,391.0683397005437,113.1882556131261,3b,"the secret to good computer performance — memory management. When memory is managed correctly, your ..."
wild,0.495,0.085,0.51608625,397.23736053595576,113.48225108225108,3b,"the secret to good computer performance — memory management. When memory is managed correctly, your ..."
wild,0.495,0.09,0.51608625,405.9932187351872,113.58058925476608,3b,"the secret to good computer performance — memory management. When memory is managed correctly, your ..."
wild,0.495,0.095,0.5208925000000001,3863.5618184436944,415.7716098334656,3b,"the secret to good computer performance — memory management. When memory is managed correctly, your ..."
wild,0.495,0.1,0.5208925000000001,3979.840208066829,411.8523173605658,3b,"the secret to good computer performance — memory management. When memory is managed correctly, your ..."
wild,0.5,0.01,0.5227175000000001,886490.2984133065,8367.688778054855,4,the secret to good computer performance — you need to keep all the parts in good working order. Comp...
wild,0.5,0.015,0.52091375,8683001792.03721,838860.7999999992,4,the secret to good computer performance — you need to keep all the parts in good working order. Comp...
wild,0.5,0.02,0.5162312499999999,6493915129.640764,671088.64,4,the secret to good computer performance — you need to keep all the parts in good working order. Comp...
wild,0.5,0.025,0.52258375,327451.63051544747,5065.584541062799,3b,the secret to good computer performance — it comes down to how you organize your stuff and how you p...
wild,0.5,0.03,0.5229362500000001,2300693.4776520533,12043.945441493184,4,the secret to good computer performance — it comes down to how you organize your data and memory. Co...
wild,0.5,0.035,0.5230875,2311048.2724471325,12336.188235294114,4,the secret to good computer performance — it comes down to how you organize your data and memory. Co...
wild,0.5,0.04,0.5243387500000001,2447414.444681513,12777.77303884234,4,the secret to good computer performance — it comes down to how you organize your data and memory. Co...
wild,0.5,0.045,0.5223125,4853956.370930164,13673.362673186628,3b,the secret to good computer performance — it comes down to how you organize your data and memory. Co...
wild,0.5,0.05,0.51608625,369.6542605149474,111.5506382978723,3b,"the secret to good computer performance — memory management. When memory is managed correctly, your ..."
wild,0.5,0.055,0.51608625,381.26776879668034,113.09059534081102,3b,"the secret to good computer performance — memory management. When memory is managed correctly, your ..."
wild,0.5,0.06,0.51608625,387.2642196337206,113.1882556131261,3b,"the secret to good computer performance — memory management. When memory is managed correctly, your ..."
wild,0.5,0.065,0.51608625,394.8983200741874,113.38408304498272,3b,"the secret to good computer performance — memory management. When memory is managed correctly, your ..."
wild,0.5,0.07,0.51608625,405.54075310438986,113.58058925476608,3b,"the secret to good computer performance — memory management. When memory is managed correctly, your ..."
wild,0.5,0.075,0.5197050000000001,1526.027282581859,283.85923118570656,3b,"the secret to good computer performance — memory management. When memory is managed correctly, your ..."
wild,0.5,0.08,0.5197050000000001,1596.8498763420484,291.7573734001112,3b,"the secret to good computer performance — memory management. When memory is managed correctly, your ..."
wild,0.5,0.085,0.52004625,1659.7929181713905,296.54298642533934,2,"the secret to good computer performance — memory management. When memory is managed correctly, your ..."
wild,0.5,0.09,0.5208925000000001,3902.882816648102,411.8523173605658,3b,"the secret to good computer performance — memory management. When memory is managed correctly, your ..."
wild,0.5,0.095,0.5208925000000001,4055.512049067423,411.206274509804,3b,"the secret to good computer performance — memory management. When memory is managed correctly, your ..."
wild,0.5,0.1,0.5208925000000001,4308.282536515309,410.88401253918494,3b,"the secret to good computer performance — memory management. When memory is managed correctly, your ..."
wild,0.505,0.01,0.50353,11959.59214731478,836.1850079744813,2,"the secret to good sex  the secret to good sex A few months ago, a reporter from the  Philadelphia  ..."
wild,0.505,0.015,0.5209383561643834,13155752116.276283,986895.0588235288,4,the secret to good computer performance — you need to keep all the parts in good working order. Comp...
wild,0.505,0.02,0.5130312499999999,903602448.2557412,270600.25806451595,3b,the secret to good computer performance — it comes down to how you organize your stuff and how fast ...
wild,0.505,0.025,0.5229362500000001,2338310.7364766216,12035.305595408896,4,the secret to good computer performance — it comes down to how you organize your data and memory. Co...
wild,0.505,0.03,0.52615625,2349295.2499094284,12345.265636497432,4,the secret to good computer performance — it comes down to how you organize your data and memory. Co...
